-11798.6523301595;-29945.0617347295
-12659.8808319685;-29431.4630805013
-13500.0272423391;-28894.7715304315
-14318.5500348971;-28335.8210256552
-15114.9398182547;-27755.4544194259
-15888.7192715347;-27154.5222648186
-16641.8187316035;-26534.2462503488
-17371.4646814861;-25894.952907215
-18077.2658631488;-25237.5083855152
-18758.8623924778;-24562.7823155487
-19415.9255022864;-23871.6466922649
-20045.7731594619;-23165.0384188442
-20650.5372462972;-22443.9376442316
-21229.9896235766;-21709.2157223973
-21783.9317860352;-20961.7417117268
-22312.1944047929;-20202.3813915733
-22938.0852218311;-19406.1897530544
-23535.7416413565;-18591.067222954
-24104.6100422756;-17758.0088469057
-24644.1716505086;-16908.0250619407
-25153.9429321521;-16042.1404841306
-25675.6883452689;-15144.2551452725
-26165.4558157107;-14229.5650704508
-26622.7104731834;-13299.2065494984
-27046.95773059;-12354.3326455943
-27437.7438000781;-11396.1117705259
-27839.323995723;-10365.4972176569
-28202.2779496147;-9320.7965396852
-28526.1139934878;-8263.4543740017
-28810.3943815797;-7194.9324279947
-29054.7358798087;-6116.7074701697
-29262.0609591417;-4990.7265009134
-29426.0396637911;-3857.8608649685
-29546.4491112098;-2719.7692377903
-29623.1295379858;-1578.1172729388
-29655.984508172;-434.5752126739
-29633.8450046179;827.5829299664
-29559.6569640552;2087.3239814735
-29433.5743308898;3342.5567904704
-29255.8330607003;4591.1984290886
-29026.7507200574;5831.1773267601
-28747.2987011099;7058.3052905035
-28417.528871329;8272.7160182095
-28037.9978266818;9472.3978387372
-27609.3407217962;10655.3626493179
-27132.2703037958;11819.6489071808
-26606.6475852571;12965.3264657932
-26034.1289353757;14088.4281470209
-25415.6563452434;15187.0828505709
-24752.2447310549;16259.4577253462
-24044.9804269932;17303.7609424386
-23362.983744978;18220.7127511932
-22646.243991099;19110.9580537866
-21895.8007500542;19973.1881115786
-21112.7426407924;20806.1344264463
-20298.2057672602;21608.5705686833
-19481.4119158615;22351.2842208066
-18637.5032768527;23063.1852274962
-17767.6399902011;23743.2858469323
-16873.0181012056;24390.6419373414
-15954.8679248687;25004.3542594835
-15089.1889416892;25566.7498586085
-14203.6592352834;26099.2206443737
-13299.3115376947;26601.0649122583
-12377.2034255244;27071.6165348003
-11438.4160966729;27510.2458427663
-10524.5924960126;27929.625540086
-9595.3540655957;28318.8435998976
-8651.6887706943;28677.33179991
-7694.605586574;29004.5539853153
-6725.1334691333;29300.0068480283
-5857.3443562175;29624.2829735892
-4975.0130263693;29924.0571914772
-4078.7781122728;30198.7011189342
-3169.3047757376;30447.6006150469
-2247.2845089251;30670.1568814993
-1311.852166173;30863.9866978121
-365.4589649224;31030.2113100044
591.1199771642;31168.291237654
1557.0847808845;31277.7070730433
2531.6112481907;31357.960569752
3512.9619814336;31410.8873713768
4501.3166095663;31433.7873995053
5495.7846248186;31426.223760335
6495.4530272055;31387.7848259498
7499.3869925213;31318.0852922022
8573.770437111;31103.8309800329
9642.4638770095;30852.7535563858
10704.2064143324;30564.9841811989
11757.7391839561;30240.6971518651
12801.8068281105;29880.1099283196
13850.6525238028;29442.3903723169
14884.5878097776;28967.8434851123
15902.3191491881;28456.9750167669
16902.570076868;27910.3361700664
